Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,SDOH,SDOH_Cat,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Dawson Creek (CA),975,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,414,664,62.3,16.6006,29.7,94.9,26.6,60.2,4.784866108,50.8,69.5,7.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Dawson Creek (CA),975,adults aged 18+ years,females,Education (household),At least high school,2015-2018,3369,5539,60.8,4.2507,52.5,69.2,7,60.3,4.799575349,50.9,69.7,8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Fort St. John (CA),977,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,536,956,56.1,12.4955,31.6,80.6,22.3,37.4,5.603466915,26.4,48.4,15
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Fort St. John (CA),977,adults aged 18+ years,females,Education (household),At least high school,2015-2018,6879,9889,69.6,4.9999,59.8,79.4,7.2,71.6,4.207418617,63.4,79.9,5.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Whitehorse (CA),990,adults aged 18+ years,females,Education (household),At least high school,2015-2018,6879,9889,69.6,4.9999,59.8,79.4,7.2,71.6,4.207418617,63.4,79.9,5.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Whitehorse (CA),990,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,536,956,56.1,12.4955,31.6,80.6,22.3,37.4,5.603466915,26.4,48.4,15
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Iqaluit (*),994,adults aged 18+ years,females,Education (household),At least high school,2015-2018,6879,9889,69.6,4.9999,59.8,79.4,7.2,71.6,4.207418617,63.4,79.9,5.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Iqaluit (*),994,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,536,956,56.1,12.4955,31.6,80.6,22.3,37.4,5.603466915,26.4,48.4,15
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Yellowknife (CA),995,adults aged 18+ years,females,Education (household),At least high school,2015-2018,6879,9889,69.6,4.9999,59.8,79.4,7.2,71.6,4.207418617,63.4,79.9,5.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Yellowknife (CA),995,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,536,956,56.1,12.4955,31.6,80.6,22.3,37.4,5.603466915,26.4,48.4,15
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,CANADA,0,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,306774,481619,63.7,1.5787,60.6,66.8,2.5,65.4,1.537436482,62.4,68.5,2.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,CANADA,0,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,44899,87711,51.2,4.5886,42.2,60.2,9,55.4,4.115575616,47.3,63.4,7.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,St Johns (CMA),1,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,74422,106640,69.8,1.8987,66.1,73.5,2.7,70.1,2.346327928,65.5,74.7,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,St Johns (CMA),1,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,14619,25172,58.1,4.1856,49.9,66.3,7.2,66.9,3.777065515,59.5,74.3,5.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Corner Brook (CA),15,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,10256,12930,79.3,3.0598,73.3,85.3,3.9,79.9,3.502507027,73,86.7,4.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Corner Brook (CA),15,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,1893,3772,50.2,7.5440,35.4,65,15,56.3,6.8499901,42.9,69.7,12.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Charlottetown (CA),105,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,24508,35694,68.7,1.8812,65,72.4,2.7,71.4,1.862239856,67.7,75,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Charlottetown (CA),105,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,3784,6225,60.8,4.4084,52.1,69.4,7.3,64.7,3.981218628,56.9,72.5,6.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Summerside (CA),110,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,5339,7497,71.2,4.2146,62.9,79.5,5.9,72.2,4.281501764,63.8,80.6,5.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Summerside (CA),110,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,1201,1955,61.4,8.9404,43.9,79,14.6,62.5,8.13592602,46.6,78.5,13
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Halifax (CMA),205,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,132978,212719,62.5,1.6796,59.2,65.8,2.7,65.1,1.61062275,62,68.3,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Halifax (CMA),205,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,28180,47156,59.8,3.7694,52.4,67.2,6.3,64.1,3.714496658,56.9,71.4,5.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Truro (CA),215,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,14339,18816,76.2,2.9389,70.4,82,3.9,76.3,3.099037464,70.3,82.4,4.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Truro (CA),215,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,3398,5016,67.8,5.7864,56.4,79.1,8.5,67.1,6.661588574,54.1,80.2,9.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,New Glasgow (CA),220,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,9967,13788,72.3,4.3888,63.7,80.9,6.1,71.5,4.54149834,62.6,80.4,6.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,New Glasgow (CA),220,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,3188,4756,67,7.3970,52.5,81.5,11,66.2,5.400642599,55.6,76.8,8.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Cape Breton (CA),225,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,26299,33127,79.4,2.5321,74.4,84.4,3.2,77.9,2.916017297,72.2,83.6,3.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Cape Breton (CA),225,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,10973,15778,69.5,3.6508,62.4,76.7,5.2,69.9,3.996971877,62.1,77.7,5.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Moncton (CMA),305,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,52891,72495,73,2.7279,67.6,78.3,3.7,73.3,2.90733482,67.6,79,4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Moncton (CMA),305,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,8589,14042,61.2,7.1701,47.1,75.2,11.7,63.1,6.975245078,49.4,76.8,11.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Saint John (CMA),310,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,40649,58684,69.3,2.8187,63.7,74.8,4.1,68.3,3.054843948,62.3,74.3,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Saint John (CMA),310,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,9961,13356,74.6,5.9777,62.9,86.3,8,80.4,4.619771196,71.3,89.5,5.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Fredericton (CA),320,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,35693,51994,68.6,3.1563,62.5,74.8,4.6,70.8,3.264923362,64.4,77.2,4.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Fredericton (CA),320,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,5409,9485,57,6.6170,44,70,11.6,60.5,7.308487404,46.2,74.8,12.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Bathurst (CA),328,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,7855,10846,72.4,4.7787,63,81.8,6.6,64.3,6.747561899,51.1,77.6,10.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Bathurst (CA),328,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,2919,4193,69.6,8.2950,53.3,85.9,11.9,64.6,7.350767058,50.2,79,11.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Miramichi (CA),329,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,9749,11578,84.2,3.1332,78.1,90.3,3.7,81.8,3.404454222,75.1,88.5,4.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Miramichi (CA),329,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,3059,3976,76.9,7.6696,61.9,92,10,74.7,9.022385553,57,92.3,12.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Campbellton (CA),330,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,5299,7894,67.1,6.5126,54.3,79.9,9.7,67,6.254150972,54.8,79.3,9.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Campbellton (CA),330,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,1672,2577,64.9,6.9544,51.2,78.5,10.7,70.2,7.036246737,56.4,84,10
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Edmundston (CA),335,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,8148,11286,72.2,5.5774,61.3,83.1,7.7,64.4,8.177054423,48.3,80.4,12.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Edmundston (CA),335,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,1584,2317,68.4,8.6370,51.4,85.3,12.6,61.6,9.735710025,42.5,80.6,15.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Rimouski (CA),404,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,12725,22564,56.4,4.7159,47.1,65.6,8.4,55.5,5.927316394,43.9,67.1,10.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Rimouski (CA),404,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,1966,4025,48.8,7.3295,34.5,63.2,15,51.3,7.206598769,37.1,65.4,14
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Baie-Comeau (CA),406,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,10741,14531,73.9,2.8329,68.4,79.5,3.8,75.7,2.817947325,70.2,81.2,3.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Baie-Comeau (CA),406,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,1205,1715,70.3,9.3099,52,88.5,13.2,74.6,9.346660635,56.3,92.9,12.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Saguenay (CMA),408,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,41666,67813,61.4,2.2391,57,65.8,3.6,60.4,2.599645254,55.3,65.5,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Saguenay (CMA),408,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,10188,18547,54.9,4.6833,45.7,64.1,8.5,60.4,4.182687877,52.2,68.6,6.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sept-×les (CA),412,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,8858,12999,68.1,3.2377,61.8,74.5,4.8,71.3,3.573857169,64.3,78.3,5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sept-×les (CA),412,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,1371,2585,53,9.6782,34.1,72,18.2,57.4,8.915916935,39.9,74.8,15.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Qu‚bec (CMA),421,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,236260,420691,56.2,1.3104,53.6,58.7,2.3,59.8,1.550142828,56.8,62.9,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Qu‚bec (CMA),421,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,28710,51701,55.5,3.8661,47.9,63.1,7,54.4,3.802935584,46.9,61.8,7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sherbrooke (CMA),433,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,69304,114891,60.3,2.5619,55.3,65.3,4.2,63.8,2.614877212,58.7,68.9,4.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sherbrooke (CMA),433,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,13592,21906,62.1,5.0141,52.2,71.9,8.1,57.8,6.683219875,44.7,70.9,11.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Trois-RiviŠres (CMA),442,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,41980,63727,65.9,3.4915,59,72.7,5.3,67.5,3.601889613,60.4,74.6,5.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Trois-RiviŠres (CMA),442,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,7412,12432,59.6,8.4344,43.1,76.2,14.1,60.2,7.66998368,45.2,75.2,12.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Shawinigan (CA),444,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,10142,16567,61.2,8.9398,43.7,78.8,14.6,58.8,8.156497934,42.8,74.8,13.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Shawinigan (CA),444,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,3138,4641,67.6,9.0580,49.8,85.4,13.4,69.3,9.894314192,49.9,88.7,14.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Drummondville (CA),447,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,34876,51690,67.5,2.9328,61.7,73.2,4.3,68.7,3.150403508,62.6,74.9,4.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Drummondville (CA),447,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,5474,9239,59.2,6.6442,46.2,72.3,11.2,70.6,5.884407495,59,82.1,8.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Granby (CA),450,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,30033,45874,65.5,3.8566,57.9,73,5.9,63.9,5.979041075,52.2,75.6,9.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Granby (CA),450,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,3828,6041,63.4,10.1229,43.5,83.2,16,64.5,9.008400013,46.8,82.1,14
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sorel-Tracy (CA),454,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,9391,13652,68.8,7.9302,53.2,84.3,11.5,67.9,5.897144475,56.4,79.5,8.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sorel-Tracy (CA),454,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,1351,2206,61.2,14.0030,33.8,88.7,22.9,56.6,10.77137677,35.5,77.7,19
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Joliette (CA),456,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,16105,28987,55.6,5.7276,44.3,66.8,10.3,53.7,6.651308799,40.7,66.8,12.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Joliette (CA),456,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,3803,5685,66.9,7.9546,51.3,82.5,11.9,76.5,6.997511035,62.8,90.2,9.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Montr‚al (CMA),462,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,1218241,2062039,59.1,0.7798,57.5,60.6,1.3,61.8,0.802157848,60.3,63.4,1.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Montr‚al (CMA),462,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,219123,429836,51,1.8466,47.4,54.6,3.6,56,1.929532031,52.2,59.8,3.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Val-dOr (CA),480,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,11412,16386,69.6,3.6945,62.4,76.9,5.3,69.3,3.388397776,62.7,76,4.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Val-dOr (CA),480,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,1326,2197,60.3,7.4997,45.6,75.1,12.4,55.3,10.18090612,35.3,75.2,18.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Rouyn-Noranda (CA),485,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,13625,19310,70.6,3.3846,63.9,77.2,4.8,72.7,3.169513072,66.5,78.9,4.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Rouyn-Noranda (CA),485,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,2298,3871,59.3,6.9227,45.8,72.9,11.7,67.3,5.165775984,57.1,77.4,7.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Cornwall (CA),501,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,18131,24794,73.1,3.2567,66.7,79.5,4.5,72.4,4.877574003,62.8,81.9,6.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Cornwall (CA),501,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,6605,9676,68.3,7.9944,52.6,83.9,11.7,72.5,6.175843773,60.4,84.6,8.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Ottawa - Gatineau (CMA),505,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,435033,683837,63.6,1.1848,61.3,65.9,1.9,65.8,1.31227981,63.3,68.4,2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Ottawa - Gatineau (CMA),505,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,65264,119400,54.7,3.5820,47.6,61.7,6.6,59.3,3.332495439,52.7,65.8,5.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Brockville (CA),512,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,9173,13471,68.1,7.0102,54.3,81.9,10.3,61.9,7.965612757,46.3,77.5,12.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Brockville (CA),512,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,2477,3478,71.2,12.0524,47.6,94.9,16.9,73.6,6.472768338,60.9,86.3,8.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Kingston (CMA),521,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,55723,81882,68.1,2.3130,63.5,72.6,3.4,69.6,2.632283458,64.5,74.8,3.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Kingston (CMA),521,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,7460,15668,47.6,6.7015,34.5,60.8,14.1,57.2,5.16427385,47.1,67.3,9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Belleville (CMA),522,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,33583,48887,68.7,2.9364,62.9,74.5,4.3,70.7,2.765814778,65.3,76.2,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Belleville (CMA),522,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,7171,13428,53.4,4.7305,44.1,62.7,8.9,56.5,6.016084492,44.7,68.3,10.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Peterborough (CMA),529,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,36642,55369,66.2,2.9714,60.3,72,4.5,65.3,3.178827622,59.1,71.6,4.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Peterborough (CMA),529,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,6170,11337,54.4,4.9420,44.7,64.1,9.1,56,6.897653862,42.4,69.5,12.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Kawartha Lakes (CA),530,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,28398,37130,76.5,4.1770,68.3,84.7,5.5,78.1,3.967102071,70.4,85.9,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Kawartha Lakes (CA),530,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,4200,8349,50.3,10.0554,30.6,70,20,60.9,7.144212621,46.9,74.9,11.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Oshawa (CMA),532,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,141492,217621,65,2.2488,60.6,69.4,3.5,64.3,2.931774026,58.6,70.1,4.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Oshawa (CMA),532,adults aged 18+ years,both sexes,Employment,Unemployed,2015-2018,24410,46295,52.7,6.4545,40.1,65.4,12.2,58.7,5.999335426,46.9,70.4,10.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Toronto (CMA),535,adults aged 18+ years,both sexes,Employment,Employed,2015-2018,1711777,2986960,57.3,0.8649,55.6,59,1.5,57.9,1.084491265,55.8,60.1,1.9
