Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,females,2015-2018,2182,4368,50,6.1595,37.9,62,12.3,44.4,4.444388071,35.7,53.1,10
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,South Zone,4831,adults aged 18+ years,females,2015-2018,34345,103162,33.3,1.8049,29.8,36.8,5.4,33.5,1.627720874,30.3,36.7,4.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Calgary Zone,4832,adults aged 18+ years,females,2015-2018,130552,585777,22.3,1.1964,19.9,24.6,5.4,22.4,1.063241792,20.3,24.5,4.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Central Zone,4833,adults aged 18+ years,females,2015-2018,52070,166673,31.2,1.3617,28.6,33.9,4.4,31,1.37876889,28.3,33.7,4.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Edmonton Zone,4834,adults aged 18+ years,females,2015-2018,123254,496503,24.8,1.0509,22.8,26.9,4.2,25.3,1.080047908,23.2,27.4,4.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Zone,4835,adults aged 18+ years,females,2015-2018,51442,141323,36.4,1.6404,33.2,39.6,4.5,36.2,1.67633566,32.9,39.5,4.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,East Kootenay HSDA,5911,adults aged 18+ years,females,2015-2018,7119,28080,25.4,2.5025,20.4,30.3,9.9,23.8,2.421693458,19.1,28.6,10.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Kootenay-Boundary HSDA,5912,adults aged 18+ years,females,2015-2018,7975,30189,26.4,2.6210,21.3,31.6,9.9,24.5,2.480456533,19.7,29.4,10.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Okanagan HSDA,5913,adults aged 18+ years,females,2015-2018,29941,136557,21.9,1.8068,18.4,25.5,8.2,21.2,1.850300048,17.5,24.8,8.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Thompson/Cariboo HSDA,5914,adults aged 18+ years,females,2015-2018,23649,80590,29.3,2.7003,24,34.6,9.2,27.8,2.071297434,23.8,31.9,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Fraser East HSDA,5921,adults aged 18+ years,females,2015-2018,27176,104054,26.1,2.2892,21.6,30.6,8.8,25.9,2.225719203,21.5,30.2,8.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Fraser North HSDA,5922,adults aged 18+ years,females,2015-2018,54502,251527,21.7,1.8897,18,25.4,8.7,21.6,1.887826835,17.9,25.3,8.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Fraser South HSDA,5923,adults aged 18+ years,females,2015-2018,68974,291035,23.7,1.6874,20.4,27,7.1,23.9,1.737021684,20.5,27.3,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Richmond HSDA,5931,adults aged 18+ years,females,2015-2018,8272,84795,9.8,1.2866,7.2,12.3,13.2,9.4,1.323443053,6.8,12,14.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Vancouver HSDA,5932,adults aged 18+ years,females,2015-2018,29770,268173,11.1,1.2407,8.7,13.5,11.2,11.7,1.32719574,9.1,14.3,11.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Shore/Coast Garibaldi HSDA,5933,adults aged 18+ years,females,2015-2018,14783,104822,14.1,2.3972,9.4,18.8,17,13.7,1.893558317,10,17.5,13.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,South Vancouver Island HSDA,5941,adults aged 18+ years,females,2015-2018,28155,152554,18.5,1.8492,14.8,22.1,10,18.5,1.912733725,14.8,22.2,10.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Central Vancouver Island HSDA,5942,adults aged 18+ years,females,2015-2018,24059,101739,23.6,1.8396,20,27.3,7.8,23.6,2.366631341,19,28.3,10
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Vancouver Island HSDA,5943,adults aged 18+ years,females,2015-2018,13313,45272,29.4,2.5061,24.5,34.3,8.5,27.3,2.358778182,22.7,32,8.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northwest HSDA,5951,adults aged 18+ years,females,2015-2018,6843,21396,32,2.5281,27,36.9,7.9,32.2,2.637334685,27,37.4,8.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northern Interior HSDA,5952,adults aged 18+ years,females,2015-2018,14823,47320,31.3,2.4365,26.5,36.1,7.8,32.3,2.418409369,27.6,37,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northeast HSDA,5953,adults aged 18+ years,females,2015-2018,8235,21678,38,3.5372,31,44.9,9.3,37.5,2.886535923,31.8,43.2,7.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,YUKON,6001,adults aged 18+ years,females,2015-2018,4425.83,13190.55,33.6,3.4554,26.8,40.3,10.3,33.4,3.245421084,27,39.8,9.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,NORTHWEST TERRITORIES,6101,adults aged 18+ years,females,2015-2018,5313.18,14111.69,37.7,2.9791,31.8,43.5,7.9,39.1,3.311343022,32.6,45.6,8.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,NUNAVUT,6201,adults aged 18+ years,females,2015-2018,3290.21,9094.32,36.2,4.4968,27.4,45,12.4,37,5.292068811,26.6,47.4,14.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,CANADA,0,adults aged 18+ years,both sexes,2015-2018,7018332,26529786,26.5,0.2410,26,26.9,0.9,26.3,0.239323291,25.9,26.8,0.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,St Johns (CMA),1,adults aged 18+ years,both sexes,2015-2018,58483,170443,34.3,1.5613,31.2,37.4,4.6,34.6,1.722897217,31.3,38,5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Corner Brook (CA),15,adults aged 18+ years,both sexes,2015-2018,9493,23091,41.1,2.8594,35.5,46.7,7,42.1,2.926732333,36.3,47.8,7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Charlottetown (CA),105,adults aged 18+ years,both sexes,2015-2018,16653,54008,30.8,1.4974,27.9,33.8,4.9,30.6,1.495871272,27.7,33.6,4.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Summerside (CA),110,adults aged 18+ years,both sexes,2015-2018,4022,12857,31.3,2.9950,25.4,37.2,9.6,31.6,3.127497863,25.5,37.7,9.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Halifax (CMA),205,adults aged 18+ years,both sexes,2015-2018,98186,323186,30.4,1.2529,27.9,32.8,4.1,30.5,1.173401346,28.2,32.8,3.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Truro (CA),215,adults aged 18+ years,both sexes,2015-2018,12020,32060,37.5,2.6504,32.3,42.7,7.1,36.6,2.971570824,30.8,42.4,8.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,New Glasgow (CA),220,adults aged 18+ years,both sexes,2015-2018,9455,26757,35.3,2.7577,29.9,40.7,7.8,34.7,2.875431625,29.1,40.4,8.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Cape Breton (CA),225,adults aged 18+ years,both sexes,2015-2018,29084,70733,41.1,2.3420,36.5,45.7,5.7,41.9,2.377506599,37.2,46.5,5.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Moncton (CMA),305,adults aged 18+ years,both sexes,2015-2018,41469,113517,36.5,2.0087,32.6,40.5,5.5,35.9,2.027329364,31.9,39.9,5.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Saint John (CMA),310,adults aged 18+ years,both sexes,2015-2018,35873,93480,38.4,2.5800,33.3,43.4,6.7,37.2,2.036745116,33.2,41.2,5.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Fredericton (CA),320,adults aged 18+ years,both sexes,2015-2018,27806,79132,35.1,2.5717,30.1,40.2,7.3,35.3,2.600679885,30.2,40.4,7.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Bathurst (CA),328,adults aged 18+ years,both sexes,2015-2018,7429,23166,32.1,2.7722,26.6,37.5,8.6,31,3.239715099,24.6,37.3,10.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Miramichi (CA),329,adults aged 18+ years,both sexes,2015-2018,9375,22341,42,3.3716,35.3,48.6,8,44,3.231960623,37.6,50.3,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Campbellton (CA),330,adults aged 18+ years,both sexes,2015-2018,5424,13862,39.1,4.2974,30.7,47.6,11,38.9,3.984433025,31.1,46.7,10.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Edmundston (CA),335,adults aged 18+ years,both sexes,2015-2018,7077,19164,36.9,3.4221,30.2,43.6,9.3,34.2,3.934157693,26.5,41.9,11.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Rimouski (CA),404,adults aged 18+ years,both sexes,2015-2018,10101,43007,23.5,3.1157,17.4,29.6,13.3,23.6,2.605145088,18.5,28.7,11
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Baie-Comeau (CA),406,adults aged 18+ years,both sexes,2015-2018,8129,23654,34.4,2.2202,30,38.7,6.5,34.3,2.500586155,29.4,39.2,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Saguenay (CMA),408,adults aged 18+ years,both sexes,2015-2018,29553,124737,23.7,1.5593,20.6,26.8,6.6,23.5,1.646175354,20.3,26.7,7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sept-×les (CA),412,adults aged 18+ years,both sexes,2015-2018,7431,21364,34.8,3.4539,28,41.6,9.9,34.2,3.071246264,28.2,40.3,9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Qu‚bec (CMA),421,adults aged 18+ years,both sexes,2015-2018,141160,643978,21.9,0.8851,20.2,23.7,4,21.9,0.954460123,20,23.7,4.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sherbrooke (CMA),433,adults aged 18+ years,both sexes,2015-2018,41569,178469,23.3,1.6923,20,26.6,7.3,23.2,1.558872549,20.1,26.2,6.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Trois-RiviŠres (CMA),442,adults aged 18+ years,both sexes,2015-2018,32699,116084,28.2,2.0455,24.2,32.2,7.3,28.2,2.376941507,23.5,32.8,8.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Shawinigan (CA),444,adults aged 18+ years,both sexes,2015-2018,10755,36982,29.1,4.8008,19.7,38.5,16.5,24.8,3.551330373,17.8,31.8,14.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Drummondville (CA),447,adults aged 18+ years,both sexes,2015-2018,23299,84552,27.6,2.5260,22.6,32.5,9.2,26.9,2.316655984,22.4,31.5,8.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Granby (CA),450,adults aged 18+ years,both sexes,2015-2018,23480,77257,30.4,2.5967,25.3,35.5,8.5,29.2,3.24770793,22.9,35.6,11.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sorel-Tracy (CA),454,adults aged 18+ years,both sexes,2015-2018,9131,28576,32,5.6368,20.9,43,17.6,31.6,5.686923376,20.5,42.8,18
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Joliette (CA),456,adults aged 18+ years,both sexes,2015-2018,15049,53236,28.3,6.0990,16.3,40.2,21.6,26.2,3.304722664,19.7,32.7,12.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Montr‚al (CMA),462,adults aged 18+ years,both sexes,2015-2018,753467,3191898,23.6,0.5794,22.5,24.7,2.5,23.5,0.54448432,22.4,24.6,2.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Val-dOr (CA),480,adults aged 18+ years,both sexes,2015-2018,8031,24763,32.4,1.8899,28.7,36.1,5.8,32.4,2.963681259,26.6,38.2,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Rouyn-Noranda (CA),485,adults aged 18+ years,both sexes,2015-2018,10628,33195,32,3.1797,25.8,38.3,9.9,32,2.706882627,26.7,37.3,8.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Cornwall (CA),501,adults aged 18+ years,both sexes,2015-2018,19708,50266,39.2,4.6442,30.1,48.3,11.8,39.5,3.648304749,32.4,46.7,9.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Ottawa - Gatineau (CMA),505,adults aged 18+ years,both sexes,2015-2018,247789,1028128,24.1,0.8751,22.4,25.8,3.6,24,0.915148294,22.2,25.8,3.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Brockville (CA),512,adults aged 18+ years,both sexes,2015-2018,9942,25685,38.7,6.7789,25.4,52,17.5,40.5,5.912410842,28.9,52.1,14.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Kingston (CMA),521,adults aged 18+ years,both sexes,2015-2018,40349,129739,31.1,2.1738,26.8,35.4,7,31.1,1.949744091,27.3,34.9,6.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Belleville (CMA),522,adults aged 18+ years,both sexes,2015-2018,30542,83039,36.8,2.2453,32.4,41.2,6.1,36.6,2.541326825,31.6,41.5,6.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Peterborough (CMA),529,adults aged 18+ years,both sexes,2015-2018,30440,94347,32.3,2.3206,27.7,36.8,7.2,33,2.486292848,28.1,37.9,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Kawartha Lakes (CA),530,adults aged 18+ years,both sexes,2015-2018,23170,63346,36.6,2.8670,31,42.2,7.8,35.3,3.532246799,28.4,42.2,10
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Oshawa (CMA),532,adults aged 18+ years,both sexes,2015-2018,103069,336397,30.6,2.1355,26.4,34.8,7,30.2,1.785960277,26.7,33.7,5.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Toronto (CMA),535,adults aged 18+ years,both sexes,2015-2018,956368,4567964,20.9,0.5508,19.9,22,2.6,21.2,0.562428044,20.1,22.3,2.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Hamilton (CMA),537,adults aged 18+ years,both sexes,2015-2018,150361,570480,26.4,1.3539,23.7,29,5.1,26.5,1.229303444,24.1,28.9,4.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,St. Catharines - Niagara (CMA),539,adults aged 18+ years,both sexes,2015-2018,96269,324795,29.6,1.6494,26.4,32.9,5.6,28.8,1.652255226,25.5,32,5.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Kitchener - Cambridge - Waterloo (CMA),541,adults aged 18+ years,both sexes,2015-2018,113727,396264,28.7,1.7386,25.3,32.1,6.1,28.6,1.523628216,25.7,31.6,5.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Brantford (CMA),543,adults aged 18+ years,both sexes,2015-2018,30503,94901,32.1,1.8921,28.4,35.9,5.9,32.4,1.837479033,28.7,36,5.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Woodstock (CA),544,adults aged 18+ years,both sexes,2015-2018,16378,37865,43.3,2.6923,38,48.5,6.2,42.6,3.325194896,36.1,49.1,7.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Norfolk (CA),547,adults aged 18+ years,both sexes,2015-2018,11585,47675,24.3,2.0161,20.3,28.3,8.3,23.9,2.516366571,19,28.8,10.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Guelph (CMA),550,adults aged 18+ years,both sexes,2015-2018,28831,108989,26.5,2.3663,21.8,31.1,8.9,26.6,2.179352083,22.4,30.9,8.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Stratford (CA),553,adults aged 18+ years,both sexes,2015-2018,8960,28884,31,3.0208,25.1,36.9,9.7,30.3,2.703086962,25,35.6,8.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,London (CMA),555,adults aged 18+ years,both sexes,2015-2018,107526,385219,27.9,1.4533,25.1,30.8,5.2,28.3,1.386677232,25.5,31,4.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Chatham-Kent (CA),556,adults aged 18+ years,both sexes,2015-2018,28911,76275,37.9,2.0639,33.9,42,5.4,38.4,1.938689024,34.6,42.2,5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Windsor (CMA),559,adults aged 18+ years,both sexes,2015-2018,82813,257789,32.1,1.7590,28.7,35.6,5.5,32,1.813396034,28.4,35.5,5.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sarnia (CA),562,adults aged 18+ years,both sexes,2015-2018,20384,68133,29.9,2.3780,25.3,34.6,7.9,29.3,2.167356563,25.1,33.6,7.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Barrie (CMA),568,adults aged 18+ years,both sexes,2015-2018,48739,156897,31.1,3.3018,24.6,37.5,10.6,32.1,2.468798156,27.3,37,7.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,North Bay (CA),575,adults aged 18+ years,both sexes,2015-2018,17504,55125,31.8,2.1635,27.5,36,6.8,31.8,2.918666545,26.1,37.5,9.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Greater Sudbury / Grand Sudbury (CMA),580,adults aged 18+ years,both sexes,2015-2018,41814,126126,33.2,1.8315,29.6,36.7,5.5,32.9,1.954784928,29.1,36.7,5.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Timmins (CA),586,adults aged 18+ years,both sexes,2015-2018,12332,32307,38.2,2.9858,32.3,44,7.8,37.4,3.044931297,31.4,43.4,8.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Sault Ste. Marie (CA),590,adults aged 18+ years,both sexes,2015-2018,22610,64127,35.3,1.6781,32,38.6,4.8,34.3,2.359387301,29.7,38.9,6.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Thunder Bay (CMA),595,adults aged 18+ years,both sexes,2015-2018,33363,93653,35.6,1.8248,32,39.2,5.1,35.5,1.916364538,31.7,39.2,5.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Winnipeg (CMA),602,adults aged 18+ years,both sexes,2015-2018,161954,599097,27,0.9889,25.1,29,3.7,27.2,0.937067453,25.4,29,3.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Winkler (CA),603,adults aged 18+ years,both sexes,2015-2018,4490,15973,28.1,4.6880,18.9,37.3,16.7,28.8,4.34689033,20.3,37.3,15.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Brandon (CA),610,adults aged 18+ years,both sexes,2015-2018,13299,39957,33.3,3.2082,27,39.6,9.6,33.2,2.602140379,28.1,38.3,7.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Thompson (CA),640,adults aged 18+ years,both sexes,2015-2018,3062,8997,34,2.3529,29.4,38.7,6.9,36.9,3.284394233,30.4,43.3,8.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Regina (CMA),705,adults aged 18+ years,both sexes,2015-2018,53608,175971,30.5,1.8167,26.9,34,6,30.8,1.778529024,27.3,34.3,5.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Saskatoon (CMA),725,adults aged 18+ years,both sexes,2015-2018,63617,221949,28.7,1.5760,25.6,31.8,5.5,29,1.595265399,25.9,32.2,5.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,North Battleford (CA),735,adults aged 18+ years,both sexes,2015-2018,5520,16932,32.6,2.8564,27,38.2,8.8,32.6,3.575828871,25.6,39.6,11
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Prince Albert (CA),745,adults aged 18+ years,both sexes,2015-2018,12283,32594,37.7,2.9177,32,43.4,7.7,36.2,2.978145124,30.4,42,8.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Medicine Hat (CA),805,adults aged 18+ years,both sexes,2015-2018,23021,59046,39,2.5974,33.9,44.1,6.7,38.1,2.303629714,33.6,42.6,6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Lethbridge (CMA),810,adults aged 18+ years,both sexes,2015-2018,23310,88765,26.3,1.7499,22.8,29.7,6.7,27.1,1.61462918,23.9,30.3,6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Calgary (CMA),825,adults aged 18+ years,both sexes,2015-2018,262835,1097242,24,0.8181,22.3,25.6,3.4,24.1,0.859391148,22.4,25.8,3.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Red Deer (CA),830,adults aged 18+ years,both sexes,2015-2018,20183,74213,27.2,2.0196,23.2,31.2,7.4,28.3,1.831182567,24.7,31.9,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Edmonton (CMA),835,adults aged 18+ years,both sexes,2015-2018,285099,1035204,27.5,0.9324,25.7,29.4,3.4,28.2,0.877656949,26.5,29.9,3.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Lloydminster (CA),840,adults aged 18+ years,both sexes,2015-2018,6678,22929,29.1,2.7712,23.7,34.6,9.5,29.9,3.797451498,22.5,37.4,12.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Grande Prairie (CA),850,adults aged 18+ years,both sexes,2015-2018,12459,33917,36.7,2.5951,31.6,41.8,7.1,37.4,3.403770387,30.7,44,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Wood Buffalo (CA),860,adults aged 18+ years,both sexes,2015-2018,21090,53278,39.6,3.2799,33.1,46,8.3,40.2,2.804651212,34.7,45.7,7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Nelson (CA),907,adults aged 18+ years,both sexes,2015-2018,3595,18019,20,2.5972,14.9,25,13,18.9,3.437877166,12.1,25.6,18.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Kelowna (CMA),915,adults aged 18+ years,both sexes,2015-2018,34361,150147,22.9,2.3590,18.3,27.5,10.3,22.7,1.913640474,18.9,26.4,8.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Vernon (CA),918,adults aged 18+ years,both sexes,2015-2018,13838,49373,28,4.2569,19.7,36.4,15.2,28,3.077319195,22,34,11
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Kamloops (CA),925,adults aged 18+ years,both sexes,2015-2018,24365,89015,27.4,2.1232,23.2,31.5,7.8,27.2,2.171592742,22.9,31.4,8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Chilliwack (CA),930,adults aged 18+ years,both sexes,2015-2018,21380,67825,31.5,2.7788,26.1,37,8.8,30.4,2.865683376,24.8,36,9.4
