Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,SDOH,SDOH_ID,SDOH_Cat,SDOH_Cat_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Moncton (CMA),305,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,2928,5922,49.4,8.5126,32.7,66.1,17.2,2,46.5,9.662998841,27.5,65.4,20.8,2,28,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Saint John (CMA),310,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,31536,86156,36.6,3.1400,30.4,42.8,8.6,3,35.1,2.540414404,30.2,40.1,7.2,3,187,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Saint John (CMA),310,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,1661,3602,46.1,12.2588,22,70.2,26.6,2,26.7,8.621811116,9.8,43.6,32.3,2,18,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Fredericton (CA),320,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,25102,72905,34.4,3.2600,28,40.8,9.5,3,34.4,3.148722288,28.2,40.6,9.2,3,142,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Fredericton (CA),320,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,*,*,*,*,*,*,35.9,1,27.4,8.616986671,10.5,44.3,31.4,2,10,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Saguenay (CMA),408,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,24456,111840,21.9,1.7642,18.4,25.3,8.1,3,22,1.807405826,18.4,25.5,8.2,3,215,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Saguenay (CMA),408,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,2776,11488,24.2,3.9901,16.3,32,16.5,2,25.1,5.551156303,14.3,36,22.1,2,41,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Qu‚bec (CMA),421,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,127892,582334,22,1.0773,19.8,24.1,4.9,3,21.8,1.133662559,19.6,24.1,5.2,3,536,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Qu‚bec (CMA),421,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,9942,34287,29,3.5393,22.1,35.9,12.2,3,36.2,6.426423653,23.6,48.8,17.8,2,74,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Sherbrooke (CMA),433,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,34041,151210,22.5,1.6126,19.3,25.7,7.2,3,21.8,1.714481449,18.4,25.2,7.9,3,218,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Sherbrooke (CMA),433,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,4439,15850,28,6.0744,16.1,39.9,21.7,2,29.5,7.093292899,15.6,43.4,24,2,28,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Trois-RiviŠres (CMA),442,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,29261,100734,29,2.7319,23.7,34.4,9.4,3,29.1,2.895018066,23.4,34.7,9.9,3,137,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Trois-RiviŠres (CMA),442,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,2052,10987,18.7,4.5382,9.8,27.6,24.3,2,*,*,*,*,50.5,1,14,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Drummondville (CA),447,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,18903,70563,26.8,2.6264,21.6,31.9,9.8,3,25.8,2.922760792,20.1,31.5,11.3,3,101,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Drummondville (CA),447,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,3111,8002,38.9,11.0207,17.2,60.5,28.4,2,30.7,8.863812848,13.3,48.1,28.9,2,14,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Granby (CA),450,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,21603,67108,32.2,4.2241,23.9,40.5,13.1,3,31.3,4.081684955,23.3,39.3,13,3,57,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Granby (CA),450,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,*,*,*,*,*,*,45,1,*,*,*,*,66.5,1,7,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Montr‚al (CMA),462,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,673277,2850959,23.6,0.6526,22.3,24.9,2.8,3,23.8,0.661534563,22.5,25,2.8,3,2130,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Montr‚al (CMA),462,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,58961,211838,27.8,2.0229,23.9,31.8,7.3,3,26.8,2.975142563,20.9,32.6,11.1,3,292,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Ottawa - Gatineau (CMA),505,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,223928,944918,23.7,1.0093,21.7,25.7,4.3,3,23.8,1.081764934,21.6,25.9,4.5,3,852,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Ottawa - Gatineau (CMA),505,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,13731,38981,35.2,5.8361,23.8,46.7,16.6,2,28.3,5.512649574,17.5,39.1,19.5,2,66,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Kingston (CMA),521,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,36315,120076,30.2,2.3709,25.6,34.9,7.8,3,30.5,2.262650635,26.1,34.9,7.4,3,239,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Kingston (CMA),521,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,1378,4211,32.7,7.6427,17.7,47.7,23.4,2,*,*,*,*,37.6,1,12,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Belleville (CMA),522,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,25267,71057,35.6,2.8164,30,41.1,7.9,3,35.5,3.071403781,29.5,41.5,8.7,3,187,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Belleville (CMA),522,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,2160,7407,29.2,7.3871,14.7,43.7,25.3,2,34.3,10.1516667,14.4,54.2,29.6,2,26,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Peterborough (CMA),529,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,28079,83234,33.7,2.6244,28.6,38.9,7.8,3,35,2.781202985,29.6,40.5,7.9,3,234,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Peterborough (CMA),529,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,2012,4681,43,7.6089,28,57.9,17.7,2,44.3,5.538881332,33.5,55.2,12.5,3,34,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Kawartha Lakes (CA),530,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,19534,50558,38.6,3.5084,31.8,45.5,9.1,3,37.8,4.499020317,29,46.6,11.9,3,118,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Kawartha Lakes (CA),530,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,1522,4907,31,8.1964,14.9,47.1,26.4,2,*,*,*,*,38.5,1,19,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Oshawa (CMA),532,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,82031,298607,27.5,2.3793,22.8,32.1,8.7,3,27.1,2.079286947,23.1,31.2,7.7,3,276,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Oshawa (CMA),532,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,4671,15387,30.4,6.1964,18.2,42.5,20.4,2,40.8,8.265570689,24.6,57,20.3,2,36,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Toronto (CMA),535,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,866360,4172963,20.8,0.6126,19.6,22,3,3,20.9,0.6610843,19.6,22.2,3.2,3,1639,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Toronto (CMA),535,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,45807,138203,33.1,3.3188,26.6,39.7,10,3,28.3,4.32242291,19.8,36.8,15.3,2,130,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Hamilton (CMA),537,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,137778,523608,26.3,1.5445,23.3,29.3,5.9,3,26.5,1.428483536,23.7,29.3,5.4,3,529,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Hamilton (CMA),537,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,7042,25264,27.9,4.3715,19.3,36.5,15.7,2,28.1,6.548922807,15.2,40.9,23.3,2,51,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,St. Catharines - Niagara (CMA),539,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,80942,287272,28.2,1.7611,24.7,31.6,6.3,3,27.6,1.92018445,23.8,31.4,7,3,333,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,St. Catharines - Niagara (CMA),539,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,6641,19158,34.7,5.7778,23.3,46,16.7,2,37.2,9.949316454,17.7,56.7,26.7,2,41,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Kitchener - Cambridge - Waterloo (CMA),541,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,103388,348846,29.6,1.9802,25.8,33.5,6.7,3,29.7,1.843007523,26.1,33.3,6.2,3,418,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Kitchener - Cambridge - Waterloo (CMA),541,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,5858,19223,30.5,7.0681,16.6,44.3,23.2,2,39.2,7.552101634,24.4,54,19.3,2,34,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Brantford (CMA),543,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,27395,87191,31.4,1.9696,27.6,35.3,6.3,3,32.3,2.192491352,28,36.6,6.8,3,237,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Brantford (CMA),543,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,1992,5470,36.4,9.1578,18.5,54.4,25.1,2,44.6,9.684744869,25.6,63.6,21.7,2,29,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Norfolk (CA),547,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,9025,40384,22.3,2.3050,17.8,26.9,10.3,3,21.1,2.260174711,16.7,25.6,10.7,3,109,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Norfolk (CA),547,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,984,3265,30.1,5.8626,18.6,41.6,19.5,2,27.6,5.921665796,16,39.2,21.5,2,16,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Guelph (CMA),550,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,26693,103240,25.9,2.8592,20.2,31.5,11.1,3,26.2,2.600472141,21.1,31.3,9.9,3,150,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Guelph (CMA),550,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,1464,2883,50.8,13.8491,23.6,78,27.3,2,66.4,10.78052453,45.2,87.5,16.2,2,12,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,London (CMA),555,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,98413,346772,28.4,1.5942,25.3,31.5,5.6,3,28.4,1.525507443,25.4,31.4,5.4,3,491,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,London (CMA),555,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,5338,19818,26.9,5.3455,16.4,37.4,19.8,2,25,6.584889783,12,37.9,26.3,2,41,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Chatham-Kent (CA),556,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,26477,67687,39.1,2.8552,33.5,44.7,7.3,3,39.7,2.31461618,35.2,44.3,5.8,3,286,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Chatham-Kent (CA),556,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,3183,7160,44.5,6.7781,31.2,57.8,15.2,2,51,9.928022485,31.6,70.5,19.5,2,41,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Windsor (CMA),559,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,74505,224391,33.2,2.1351,29,37.4,6.4,3,33.1,2.123750263,29,37.3,6.4,3,311,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Windsor (CMA),559,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,3547,12761,27.8,6.0937,15.8,39.8,21.9,2,41,9.321995484,22.7,59.3,22.7,2,28,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Sarnia (CA),562,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,18271,60586,30.2,3.0309,24.2,36.1,10.1,3,29.7,2.721350385,24.3,35,9.2,3,197,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Sarnia (CA),562,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,1241,3515,35.3,9.2950,17.1,53.5,26.3,2,43.7,6.923282796,30.1,57.3,15.8,2,18,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Barrie (CMA),568,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,47126,146393,32.2,4.8484,22.7,41.7,15.1,2,32.8,3.051236515,26.9,38.8,9.3,3,141,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Barrie (CMA),568,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,3093,5913,52.3,12.9253,26.9,77.7,24.7,2,16.5,3.804552723,9.1,24,23.1,2,15,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,North Bay (CA),575,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,16794,50098,33.5,2.8368,28,39.1,8.5,3,33.6,3.543960957,26.6,40.5,10.5,3,138,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,North Bay (CA),575,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,703,2711,25.9,6.8206,12.5,39.3,26.3,2,*,*,*,*,41.2,1,13,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Greater Sudbury / Grand Sudbury (CMA),580,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,35058,108346,32.4,2.4109,27.6,37.1,7.5,3,32.3,2.332997214,27.7,36.8,7.2,3,250,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Greater Sudbury / Grand Sudbury (CMA),580,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,4085,10320,39.6,6.6099,26.6,52.6,16.7,2,37.2,9.212045127,19.1,55.2,24.8,2,37,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Sault Ste. Marie (CA),590,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,18545,56576,32.8,2.0929,28.7,36.9,6.4,3,32.3,2.861305857,26.7,37.9,8.9,3,195,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Sault Ste. Marie (CA),590,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,1544,4758,32.4,6.8603,19,45.9,21.1,2,41.5,11.0264427,19.9,63.1,26.6,2,25,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Thunder Bay (CMA),595,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,28966,82908,34.9,2.4471,30.1,39.7,7,3,34.4,2.380322428,29.7,39,6.9,3,267,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Thunder Bay (CMA),595,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,2225,5391,41.3,6.9493,27.6,54.9,16.8,2,47.4,11.66799542,24.5,70.2,24.6,2,32,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Winnipeg (CMA),602,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,139073,538371,25.8,1.2146,23.4,28.2,4.7,3,26,1.102986254,23.8,28.1,4.2,3,716,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Winnipeg (CMA),602,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,11635,35408,32.9,4.1895,24.6,41.1,12.7,3,31.1,4.613190651,22.1,40.1,14.8,3,70,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Regina (CMA),705,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,46597,162803,28.6,2.1582,24.4,32.9,7.5,3,29.6,2.135346823,25.5,33.8,7.2,3,221,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Regina (CMA),705,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,*,*,*,*,*,*,37.2,1,*,*,*,*,35.6,1,9,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Saskatoon (CMA),725,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,57294,202539,28.3,2.1594,24.1,32.5,7.6,3,28,1.929724236,24.2,31.8,6.9,3,228,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Saskatoon (CMA),725,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,3095,8617,35.9,8.2230,19.8,52.1,22.9,2,*,*,*,*,38.2,1,17,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Medicine Hat (CA),805,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,18475,49165,37.6,2.1789,33.3,41.9,5.8,3,35.7,2.354438192,31.1,40.4,6.6,3,214,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Medicine Hat (CA),805,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,867,3919,22.1,3.6718,14.9,29.3,16.6,2,26.6,7.006869203,12.9,40.4,26.3,2,18,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Lethbridge (CMA),810,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,19630,77973,25.2,1.8624,21.5,28.8,7.4,3,26,1.949496264,22.1,29.8,7.5,3,240,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Lethbridge (CMA),810,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,1369,5045,27.1,7.5076,12.4,41.9,27.7,2,35.1,5.952795528,23.4,46.8,17,2,30,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Calgary (CMA),825,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,239117,1010776,23.7,0.9777,21.7,25.6,4.1,3,23.8,0.990321694,21.9,25.8,4.2,3,895,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Calgary (CMA),825,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,8531,26875,31.7,5.8356,20.3,43.2,18.4,2,33,7.318693107,18.6,47.3,22.2,2,52,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Red Deer (CA),830,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,17884,66531,26.9,2.4117,22.1,31.6,9,3,27,2.176157,22.7,31.2,8.1,3,151,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Red Deer (CA),830,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,1118,3669,30.5,9.4881,11.8,49.1,31.2,2,27.9,9.099339218,10,45.7,32.6,2,19,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Edmonton (CMA),835,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,265663,951127,27.9,1.0784,25.8,30,3.9,3,28.7,1.029427186,26.7,30.7,3.6,3,1135,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Edmonton (CMA),835,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,7696,26198,29.4,3.7080,22.1,36.7,12.6,3,27.8,4.961221546,18.1,37.6,17.8,2,70,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Grande Prairie (CA),850,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,11653,31924,36.5,3.6339,29.4,43.6,10,3,36.7,4.236138515,28.4,45,11.5,3,116,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Grande Prairie (CA),850,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,12,2015-2017,*,*,*,*,*,*,40.9,1,*,*,*,*,26.4,1,7,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Census Metropolitan Areas/Census Agglomerations,3,Wood Buffalo (CA),860,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2017,21034,50958,41.3,3.6931,34,48.5,8.9,3,40.6,3.386757052,33.9,47.2,8.3,3,153,,
