Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,SDOH,SDOH_ID,SDOH_Cat,SDOH_Cat_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,both sexes,1,Income (household),1,Quintile 3,3,2015-2018,247205,711824,34.7,1.0615,32.6,36.8,3.1,3,34.5,1.133814331,32.2,36.7,3.3,3,1636,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,both sexes,1,Income (household),1,Quintile 4,4,2015-2018,248768,692029,35.9,1.0914,33.8,38.1,3,3,35.6,1.04421885,33.5,37.6,2.9,3,1739,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,both sexes,1,Income (household),1,Quintile 5 (highest),5,2015-2018,281939,720208,39.1,1.1265,36.9,41.4,2.9,3,38.5,1.09867803,36.4,40.7,2.9,3,1927,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,310571,871529,35.6,1.3246,33,38.2,3.7,3,36.6,1.419637316,33.9,39.4,3.9,3,1402,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,377119,962505,39.2,1.2283,36.8,41.6,3.1,3,39.3,1.357080281,36.7,42,3.5,3,1678,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,404245,1021931,39.6,1.1633,37.3,41.8,2.9,3,39.6,1.19244081,37.3,41.9,3,3,2024,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,444369,1093631,40.6,1.1453,38.4,42.9,2.8,3,40.3,1.098790965,38.2,42.5,2.7,3,2248,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,543800,1184114,45.9,1.1453,43.7,48.2,2.5,3,46,1.098541503,43.9,48.2,2.4,3,2624,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,8822,29127,30.3,3.1139,24.2,36.4,10.3,3,28.7,3.235726176,22.3,35,11.3,3,156,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,12488,36240,34.5,2.8407,28.9,40,8.2,3,32.7,3.58122958,25.7,39.7,11,3,167,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,12129,32753,37,2.723,31.7,42.4,7.4,3,36.2,3.144677829,30,42.4,8.7,3,168,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,15308,41027,37.3,2.8506,31.7,42.9,7.6,3,37,2.699492779,31.7,42.3,7.3,3,186,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,20605,58888,35,2.6226,29.8,40.1,7.5,3,35.4,2.637130629,30.2,40.5,7.4,3,227,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,2123,6295,33.7,4.074,25.7,41.7,12.1,3,34.1,4.451722935,25.4,42.8,13.1,3,75,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,4205,11406,36.9,3.5474,29.9,43.8,9.6,3,36.9,3.884298935,29.3,44.5,10.5,3,110,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,5519,11208,49.2,3.7531,41.9,56.6,7.6,3,45.1,3.94776808,37.3,52.8,8.8,3,117,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,4665,11820,39.5,3.4368,32.7,46.2,8.7,3,41.3,3.619831599,34.2,48.4,8.8,3,108,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,7172,13972,51.3,3.6584,44.2,58.5,7.1,3,49.5,3.445562083,42.8,56.3,7,3,141,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,18962,58202,32.6,2.5615,27.6,37.6,7.9,3,32.4,2.599235498,27.3,37.5,8,3,233,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,19915,57560,34.6,2.5404,29.6,39.6,7.3,3,33.3,2.712966582,28,38.6,8.1,3,247,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,25514,66532,38.3,2.3405,33.8,42.9,6.1,3,37.8,2.587485425,32.7,42.9,6.8,3,264,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,31518,82810,38.1,2.1586,33.8,42.3,5.7,3,38.1,2.268716733,33.7,42.6,6,3,309,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,37818,83666,45.2,2.1644,41,49.4,4.8,3,42.9,2.371004062,38.3,47.6,5.5,3,345,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,11928,34894,34.2,2.8991,28.5,39.9,8.5,3,32.6,3.093575855,26.5,38.6,9.5,3,145,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,18891,49506,38.2,3.0313,32.2,44.1,7.9,3,38.3,3.27650568,31.8,44.7,8.6,3,199,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,22838,61638,37.1,2.8307,31.5,42.6,7.6,3,37.1,2.803641332,31.6,42.6,7.6,3,206,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,27991,67838,41.3,2.618,36.1,46.4,6.3,3,39.3,2.72791961,34,44.7,6.9,3,234,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,25067,60078,41.7,2.5172,36.8,46.7,6,3,39.5,2.676817111,34.2,44.7,6.8,3,219,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,230000,617759,37.2,1.2475,34.8,39.7,3.4,3,37,1.364627791,34.3,39.6,3.7,3,1396,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,272557,659871,41.3,1.301,38.8,43.9,3.1,3,40.9,1.309679752,38.4,43.5,3.2,3,1685,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,276228,685148,40.3,1.111,38.1,42.5,2.8,3,40.2,1.143536988,38,42.5,2.8,3,1701,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,298241,673836,44.3,1.202,41.9,46.6,2.7,3,44.5,1.175563109,42.2,46.8,2.6,3,1733,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,252181,558550,45.1,1.2634,42.7,47.6,2.8,3,44,1.271054333,41.5,46.5,2.9,3,1496,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,310571,871529,35.6,1.3246,33,38.2,3.7,3,36.6,1.419637316,33.9,39.4,3.9,3,1402,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,377119,962505,39.2,1.2283,36.8,41.6,3.1,3,39.3,1.357080281,36.7,42,3.5,3,1678,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,404245,1021931,39.6,1.1633,37.3,41.8,2.9,3,39.6,1.19244081,37.3,41.9,3,3,2024,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,444369,1093631,40.6,1.1453,38.4,42.9,2.8,3,40.3,1.098790965,38.2,42.5,2.7,3,2248,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,543800,1184114,45.9,1.1453,43.7,48.2,2.5,3,46,1.098541503,43.9,48.2,2.4,3,2624,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,26739,77084,34.7,2.4917,29.8,39.6,7.2,3,35.3,2.667672939,30.1,40.5,7.6,3,256,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,34073,89591,38,2.6233,32.9,43.2,6.9,3,38.5,2.633172999,33.3,43.6,6.8,3,280,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,38139,94458,40.4,2.4796,35.5,45.2,6.1,3,41.4,2.680384442,36.2,46.7,6.5,3,323,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,37707,92720,40.7,2.2733,36.2,45.1,5.6,3,40.7,2.333345886,36.2,45.3,5.7,3,325,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,43093,100602,42.8,2.2803,38.4,47.3,5.3,3,43,2.291755453,38.5,47.5,5.3,3,442,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,12456,41438,30.1,3.3939,23.4,36.7,11.3,3,30.9,3.342818032,24.4,37.5,10.8,3,139,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,19932,53006,37.6,3.3049,31.1,44.1,8.8,3,37.5,3.432081447,30.8,44.2,9.2,3,185,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,30456,75623,40.3,2.8007,34.8,45.8,7,3,39.9,2.823263736,34.4,45.5,7.1,3,267,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,38013,89971,42.2,2.6813,37,47.5,6.3,3,41.9,2.630224385,36.8,47.1,6.3,3,308,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,68538,145248,47.2,1.9452,43.4,51,4.1,3,46.7,2.007602698,42.7,50.6,4.3,3,549,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,64007,184362,34.7,2.0263,30.7,38.7,5.8,3,36,2.092188254,31.9,40.1,5.8,3,453,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,96530,240784,40.1,1.9566,36.3,43.9,4.9,3,39.9,2.097501659,35.8,44.1,5.3,3,624,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,115857,297782,38.9,1.6168,35.7,42.1,4.2,3,38.1,1.625956058,34.9,41.2,4.3,3,758,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,144329,339738,42.5,1.61,39.3,45.6,3.8,3,42.2,1.593854748,39.1,45.4,3.8,3,898,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,243349,543161,44.8,1.327,42.2,47.4,3,3,44.9,1.262912802,42.4,47.3,2.8,3,1554,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,106227,304253,34.9,1.749,31.5,38.3,5,3,35.9,1.730922705,32.5,39.3,4.8,3,666,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,145385,353278,41.2,1.5579,38.1,44.2,3.8,3,41.5,1.750537137,38.1,45,4.2,3,853,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,144514,357899,40.4,1.5541,37.3,43.4,3.8,3,40.3,1.714249455,37,43.7,4.3,3,846,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,150421,357666,42.1,1.5899,38.9,45.2,3.8,3,41.6,1.522051774,38.6,44.5,3.7,3,986,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,188395,397148,47.4,1.563,44.4,50.5,3.3,3,46.8,1.518055878,43.8,49.7,3.2,3,1200,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,310571,871529,35.6,1.3246,33,38.2,3.7,3,36.6,1.419637316,33.9,39.4,3.9,3,1402,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,377119,962505,39.2,1.2283,36.8,41.6,3.1,3,39.3,1.357080281,36.7,42,3.5,3,1678,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,404245,1021931,39.6,1.1633,37.3,41.8,2.9,3,39.6,1.19244081,37.3,41.9,3,3,2024,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,444369,1093631,40.6,1.1453,38.4,42.9,2.8,3,40.3,1.098790965,38.2,42.5,2.7,3,2248,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,543800,1184114,45.9,1.1453,43.7,48.2,2.5,3,46,1.098541503,43.9,48.2,2.4,3,2624,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,8822,29127,30.3,3.1139,24.2,36.4,10.3,3,28.7,3.235726176,22.3,35,11.3,3,156,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,12488,36240,34.5,2.8407,28.9,40,8.2,3,32.7,3.58122958,25.7,39.7,11,3,167,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,12129,32753,37,2.723,31.7,42.4,7.4,3,36.2,3.144677829,30,42.4,8.7,3,168,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,15308,41027,37.3,2.8506,31.7,42.9,7.6,3,37,2.699492779,31.7,42.3,7.3,3,186,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,20605,58888,35,2.6226,29.8,40.1,7.5,3,35.4,2.637130629,30.2,40.5,7.4,3,227,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,2123,6295,33.7,4.074,25.7,41.7,12.1,3,34.1,4.451722935,25.4,42.8,13.1,3,75,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,4205,11406,36.9,3.5474,29.9,43.8,9.6,3,36.9,3.884298935,29.3,44.5,10.5,3,110,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,5519,11208,49.2,3.7531,41.9,56.6,7.6,3,45.1,3.94776808,37.3,52.8,8.8,3,117,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,4665,11820,39.5,3.4368,32.7,46.2,8.7,3,41.3,3.619831599,34.2,48.4,8.8,3,108,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,7172,13972,51.3,3.6584,44.2,58.5,7.1,3,49.5,3.445562083,42.8,56.3,7,3,141,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,18962,58202,32.6,2.5615,27.6,37.6,7.9,3,32.4,2.599235498,27.3,37.5,8,3,233,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,19915,57560,34.6,2.5404,29.6,39.6,7.3,3,33.3,2.712966582,28,38.6,8.1,3,247,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,25514,66532,38.3,2.3405,33.8,42.9,6.1,3,37.8,2.587485425,32.7,42.9,6.8,3,264,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,31518,82810,38.1,2.1586,33.8,42.3,5.7,3,38.1,2.268716733,33.7,42.6,6,3,309,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,37818,83666,45.2,2.1644,41,49.4,4.8,3,42.9,2.371004062,38.3,47.6,5.5,3,345,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,11928,34894,34.2,2.8991,28.5,39.9,8.5,3,32.6,3.093575855,26.5,38.6,9.5,3,145,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,18891,49506,38.2,3.0313,32.2,44.1,7.9,3,38.3,3.27650568,31.8,44.7,8.6,3,199,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,22838,61638,37.1,2.8307,31.5,42.6,7.6,3,37.1,2.803641332,31.6,42.6,7.6,3,206,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,27991,67838,41.3,2.618,36.1,46.4,6.3,3,39.3,2.72791961,34,44.7,6.9,3,234,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,25067,60078,41.7,2.5172,36.8,46.7,6,3,39.5,2.676817111,34.2,44.7,6.8,3,219,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,230000,617759,37.2,1.2475,34.8,39.7,3.4,3,37,1.364627791,34.3,39.6,3.7,3,1396,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,272557,659871,41.3,1.301,38.8,43.9,3.1,3,40.9,1.309679752,38.4,43.5,3.2,3,1685,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,276228,685148,40.3,1.111,38.1,42.5,2.8,3,40.2,1.143536988,38,42.5,2.8,3,1701,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,298241,673836,44.3,1.202,41.9,46.6,2.7,3,44.5,1.175563109,42.2,46.8,2.6,3,1733,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,252181,558550,45.1,1.2634,42.7,47.6,2.8,3,44,1.271054333,41.5,46.5,2.9,3,1496,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,310571,871529,35.6,1.3246,33,38.2,3.7,3,36.6,1.419637316,33.9,39.4,3.9,3,1402,
